Name,=+971 4 4225666,callmodalpad,Number,Address,Number2
ShayanRestaurant,#ERROR!,#ERROR!,97142933000,,
2555CafeBistro,#ERROR!,#ERROR!,97143627955,,
RangMahal,#ERROR!,#ERROR!,97144143000,,
MezzaLuna,#ERROR!,#ERROR!,97147013333,,
HardRockCafe,#ERROR!,#ERROR!,97142328900,,
Nine7one,#ERROR!,#ERROR!,97144441444,,
Bedouinn'sBistro,#ERROR!,#ERROR!,97143821555,,
AlMarkebSeafood,#ERROR!,#ERROR!,97143966691,,
BlueRain,#ERROR!,#ERROR!,97143722222,,
Umai,#ERROR!,#ERROR!,97148188587,,
Ananta,#ERROR!,#ERROR!,97144441444,,
HaiTao,#ERROR!,#ERROR!,97147451555,,
TikkaCafe,#ERROR!,#ERROR!,97143750999,,
Divaz,#ERROR!,#ERROR!,97148145604,,
TheEateryRestaurant,#ERROR!,#ERROR!,97143230333,,
BukharaRestaurant,#ERROR!,#ERROR!,97147451555,,
Bapas,#ERROR!,#ERROR!,97145018888,,
SabellaResturant,#ERROR!,#ERROR!,97147451555,,
Sanabel,#ERROR!,#ERROR!,97143772000,,
Luigi'sItalianRestaurant,#ERROR!,#ERROR!,97143230333,,
CafeKranzler,#ERROR!,#ERROR!,97147451555,,
CelsiusRestaurant,#ERROR!,#ERROR!,97143080000,,
TongThai,#ERROR!,#ERROR!,97144143000,,
TwinSpice,#ERROR!,#ERROR!,97143558500,,
Rauchi,#ERROR!,#ERROR!,97144500111,,
GoldRoasterChineseRestaurant,#ERROR!,#ERROR!,97147033333,,
LaQilaRestaurant,#ERROR!,#ERROR!,97143254778,,
AlFaroojFresh,#ERROR!,600522255,600522255,,
BeachLounge,#ERROR!,#ERROR!,97143480000,,
StaircaseRestaurant,#ERROR!,#ERROR!,97147033333,,
AlArrabRestaurant,#ERROR!,#ERROR!,97143636568,,
L'Auberge,#ERROR!,#ERROR!,97142626965,,
Tesoro,#ERROR!,#ERROR!,97144383100,,
BombayBrasserie,#ERROR!,#ERROR!,97144383100,,
TheRibRoom,#ERROR!,#ERROR!,97144530000,,
Naya,#ERROR!,#ERROR!,97143480000,,
AlFaroojFresh,,600522255,600522255,,
AquaCafe,#ERROR!,#ERROR!,97144401400,,
CoveBeach,#ERROR!,504546920,504546920,,
Kitchen6,#ERROR!,#ERROR!,97144140000,,
LeRivage,#ERROR!,#ERROR!,97142797672,,
LittleHutRestaurant,#ERROR!,#ERROR!,97143379993,,
Moods,#ERROR!,#ERROR!,97143988840,,
AlDahleezRestaurant,#ERROR!,#ERROR!,97142823922,,
EatAndDrinkRestaurant,#ERROR!,#ERROR!,97143479010,,
Chili's,#ERROR!,#ERROR!,97147059663,,
NKDPizza,#ERROR!,#ERROR!,97144534313,,
DhabaRestaurant,#ERROR!,#ERROR!,97142632555,,
NKDPizza,#ERROR!,#ERROR!,97143425755,,
DebonairsPizza,#ERROR!,#ERROR!,97142822025,,
MattarSaifAlJabriRestaurant,#ERROR!,#ERROR!,97142661848,,
Chili's,#ERROR!,#ERROR!,97142326000,,
MaxBurger,#ERROR!,#ERROR!,97142573655,,
MidnightCafeteria,#ERROR!,#ERROR!,97143964529,,
FibberMagee's,#ERROR!,#ERROR!,97143322400,,
BinEidTraditionalRestaurant,#ERROR!,#ERROR!,97142663644,,
Nando's,#ERROR!,#ERROR!,97143608080,,
NKDPizza,#ERROR!,#ERROR!,97144572533,,
PotatoHut,#ERROR!,#ERROR!,97143422963,,
FastMealRestaurant,#ERROR!,#ERROR!,97142220555,,
MezzaHouse,#ERROR!,#ERROR!,97144250444,,
NKDPizza,#ERROR!,#ERROR!,97142515866,,
CulturesRestaurant,#ERROR!,#ERROR!,97148812299,,
AlForatRestaurant,#ERROR!,#ERROR!,97142282851,,
AlJoodMandyRestaurant,#ERROR!,#ERROR!,97142677851,,
Chili's,#ERROR!,#ERROR!,97147059772,,
TrivandrumHighlandRestaurant,#ERROR!,#ERROR!,97143536308,,
Chili's,#ERROR!,#ERROR!,97147059670,,
NoodleBowl,#ERROR!,#ERROR!,97143453381,,
ReemAlBawadi,#ERROR!,#ERROR!,97143947444,,
TonyRoma's,#ERROR!,#ERROR!,97143685655,,
NewYorkDeli,#ERROR!,#ERROR!,97143556633,,
CircleDHCC,#ERROR!,#ERROR!,97143621944,,
Ruth'sChrisSteakhouse,#ERROR!,#ERROR!,97145018666,,
ParathaKing,#ERROR!,#ERROR!,97143979110,,
TonyRoma's,#ERROR!,#ERROR!,97143313777,,
Chili's,#ERROR!,#ERROR!,97147059657,,
SeaviewRestaurant,#ERROR!,#ERROR!,97143335552,,
RaviyaRestaurant,#ERROR!,#ERROR!,97143366415,,
TownFoodRestaurant,#ERROR!,#ERROR!,97142957401,,
ParsIranianRestaurant,#ERROR!,#ERROR!,97143989222,,
ReemAlBawadi,#ERROR!,#ERROR!,97143306663,,
Tomato'sRestaurant,#ERROR!,#ERROR!,97142527461,,
BombayChowpattyRestaurant,#ERROR!,#ERROR!,97148870210,,
ReemAlBawadi,#ERROR!,#ERROR!,97144439690,,
BombayChowpattyRestaurant,#ERROR!,#ERROR!,97142200954,,
SimSimRestaurant,#ERROR!,#ERROR!,97144542319,,
BombayChowpattyRestaurant,#ERROR!,#ERROR!,97143307401,,
EatAndDrinkRestaurant,#ERROR!,#ERROR!,97142865456,,
FudoRestaurant,#ERROR!,#ERROR!,97143498586,,
U&IRestaurant,#ERROR!,#ERROR!,97143869194,,
TajSpiceRestaurant,#ERROR!,#ERROR!,97143808696,,
AlHabashaRestaurant,#ERROR!,#ERROR!,97142217202,,
Charley'sGrilledSubs,#ERROR!,#ERROR!,97143413413,,
AlSaqrAlFiddiRestaurant,#ERROR!,#ERROR!,97142650855,,
ZahratAlqudaRestaurant,#ERROR!,#ERROR!,97142977510,,
ChickenTikkaInn,#ERROR!,#ERROR!,97143445524,,
ChickenTikkaInn,#ERROR!,#ERROR!,97142887080,,
WagamamaRestaurant,#ERROR!,#ERROR!,97143311111,,
TheTasteInitiative,#ERROR!,#ERROR!,97143769213,,
TriveniRestaurant,#ERROR!,#ERROR!,97142213133,,
SoniaCompanyLLCRestaurant,#ERROR!,#ERROR!,97142863660,,
ZaroobRestaurantAndCafeLounge,#ERROR!,#ERROR!,97143276060,,
AlHabashaRestaurant,#ERROR!,#ERROR!,97142667358,,
BoomBoomRestaurant,#ERROR!,#ERROR!,97143346424,,
CasaMariaTacoShopAndRestaurant,#ERROR!,#ERROR!,97148853188,,
Abdulla'sFoodCourt,#ERROR!,#ERROR!,97148833115,,
AfghanKababHouse,#ERROR!,#ERROR!,97142223292,,
ChefLanka,#ERROR!,#ERROR!,97143353050,,
CaravanRestaurant,#ERROR!,#ERROR!,97142953804,,
Agemono,#ERROR!,#ERROR!,97143397925,,
BombayChowpattyRestaurant,#ERROR!,#ERROR!,97143964937,,
800Pizza,#ERROR!,#ERROR!,97143416101,,
AappaKadaiRestaurant,#ERROR!,#ERROR!,97143348030,,
ChefExpressRestaurant,#ERROR!,#ERROR!,97144200600,,
800Pizza,#ERROR!,#ERROR!,97144342700,,
BinEidTraditionalRestaurant,#ERROR!,#ERROR!,97142660142,,
ChicKing,#ERROR!,#ERROR!,97143418512,,
BahrAlNoorRestaurant,#ERROR!,#ERROR!,97142630041,,
Eat&TreatRestaurantLLC,#ERROR!,#ERROR!,97143791345,,
800Pizza,#ERROR!,#ERROR!,97144227451,,
AappaKadaiRestaurant,#ERROR!,#ERROR!,97143348030,,
C.Deli,#ERROR!,#ERROR!,97147040048,,
AappaKadaiRestaurant,#ERROR!,#ERROR!,97143348030,,
MaharajaBhog,#ERROR!,#ERROR!,97144409302,,
Emly&Chilli,#ERROR!,#ERROR!,97143344554,,
Nandos,#ERROR!,#ERROR!,97143212000,,
MisterAlMerriRestaurant,#ERROR!,#ERROR!,97142970057,,
Emly&Chilli,#ERROR!,#ERROR!,97144504280,,
Subway,#ERROR!,#ERROR!,97142270082,,
AlHakawatiRestaurant,#ERROR!,#ERROR!,97142888396,,
Pizzaro,#ERROR!,#ERROR!,97143929100,,
AfricanHomeRestaurant,#ERROR!,#ERROR!,97142279559,,
ChicKing,#ERROR!,#ERROR!,97142554114,,
ChicKing,#ERROR!,#ERROR!,97142563231,,
ChicKing,#ERROR!,#ERROR!,97148327602,,
JustFalafel,#ERROR!,#ERROR!,97144529966,,
ChicKing,#ERROR!,#ERROR!,97143968812,,
Emly&Chilli,#ERROR!,#ERROR!,97142837474,,
JustFalafel,#ERROR!,#ERROR!,97143799003,,
PizzaHut,#ERROR!,#ERROR!,97143342023,,
ChicKing,#ERROR!,#ERROR!,97142967232,,
McDonald's,#ERROR!,#ERROR!,97148824538,,
Pizzaro,#ERROR!,#ERROR!,97142524824,,
ChicKing,#ERROR!,#ERROR!,97143465347,,
UNOChicagoGrill,#ERROR!,#ERROR!,97143398804,,
JustFalafel,#ERROR!,#ERROR!,97144572198,,
LayaliAlshamRestaurant,#ERROR!,#ERROR!,97142717549,,
PotBelly,#ERROR!,#ERROR!,97143700371,,
Fatburger,#ERROR!,#ERROR!,97143477913,,
AbajourRestaurant,#ERROR!,#ERROR!,97142834556,,
AutomaticRestaurant,#ERROR!,#ERROR!,97142555646,,
AlWahaRestaurant,#ERROR!,#ERROR!,97143949353,,
IndiaPalace,#ERROR!,#ERROR!,97142869600,,
JustFalafel,#ERROR!,#ERROR!,97144539175,,
Hatam,#ERROR!,#ERROR!,97142955155,,
Fatburger,#ERROR!,#ERROR!,97143398493,,
IndiaPalace,#ERROR!,#ERROR!,97144370279,,
JustFalafel,#ERROR!,#ERROR!,97143699757,,
Fatburger,#ERROR!,#ERROR!,97142843741,,
IndiaPalace,#ERROR!,#ERROR!,97143685569,,
AlShamJewelRestaurant,#ERROR!,#ERROR!,97142710738,,
Fatburger,#ERROR!,#ERROR!,97143945296,,
AlJawarehRestaurant&TraditionalKitchen,#ERROR!,#ERROR!,97142679559,,
JustFalafel,#ERROR!,#ERROR!,97143253838,,
ChinaSeaRestaurant,#ERROR!,#ERROR!,97142959816,,
ChinesePalaceRestaurant,#ERROR!,#ERROR!,97143446875,,
Chowking,#ERROR!,#ERROR!,97144278737,,
ZaatarWZeit,#ERROR!,#ERROR!,97144329077,,
ChinchaausRestaurant,#ERROR!,#ERROR!,97143575250,,
ChinaTimesRestaurant,#ERROR!,#ERROR!,97143442930,,
BambooGardenRestaurant,#ERROR!,#ERROR!,97143417750,,
ChineseConnection,#ERROR!,#ERROR!,97143908665,,
ChineseTreasureRestaurant,#ERROR!,#ERROR!,97143362525,,
ZaatarWZeit,#ERROR!,#ERROR!,97143431259,,
ZaatarWZeit,#ERROR!,#ERROR!,97143479508,,
ZaatarWZeit,#ERROR!,#ERROR!,97143398310,,
ZaatarWZeit,#ERROR!,#ERROR!,97142326696,,
NefertitRestaurant,#ERROR!,#ERROR!,97143558855,,
GulnazRestaurant,#ERROR!,#ERROR!,97144534887,,
TastyBite,#ERROR!,#ERROR!,97143535209,,
BidiBondi,#ERROR!,#ERROR!,97144270515,,
RoyalOrchidRestaurant,#ERROR!,#ERROR!,97143674040,,
Mashawi,#ERROR!,#ERROR!,97143669750,,
WahatHattaRestaurant,#ERROR!,#ERROR!,97148521308,,
ElMondoCafe,#ERROR!,#ERROR!,97144264990,,
ShaghaiKitchenChinese,#ERROR!,#ERROR!,97143982131,,
AyoushCafe,#ERROR!,#ERROR!,97143310745,,
ZaatarWZeit,#ERROR!,#ERROR!,97144233778,,
MyFalafel,#ERROR!,#ERROR!,97143383790,,
PingPongDimSum,#ERROR!,#ERROR!,97143399088,,
Mr.WokChineseRestaurant,#ERROR!,#ERROR!,97142528860,,
ThaiTerrace,#ERROR!,#ERROR!,97143969356,,
ImperialDragonRestaurant,#ERROR!,509021486,509021486,,
MaksFood,#ERROR!,#ERROR!,97143375533,,
LanKwaiFong,#ERROR!,#ERROR!,97143353680,,
GreenPalaceRestaurant,#ERROR!,#ERROR!,97143967909,,
WokAndSpiceRestaurant,#ERROR!,#ERROR!,97143808696,,
ChhappanBhog,#ERROR!,#ERROR!,97143968176,,
ThaiKitchen,#ERROR!,#ERROR!,97143969122,,
SmilingBKKRestaurant,#ERROR!,#ERROR!,97143496677,,
PicardoCafe,#ERROR!,#ERROR!,97143966039,,
WontonHouseRestaurant,#ERROR!,#ERROR!,97143438777,,
ArabianFameRestaurant&Cafeteria,#ERROR!,#ERROR!,97143388980,,
GorabhnaTal,#ERROR!,#ERROR!,97143522020,,
IranZaminRestaurant&Cafe,#ERROR!,#ERROR!,97142292931,,
MariaBonitaTacoShopAndMexicanGrill,#ERROR!,501190413,501190413,,
Bagels&More,#ERROR!,554149300,554149300,,
KhatoonRestaurant,#ERROR!,#ERROR!,97142884440,,
Bob'sFishAndChips,#ERROR!,#ERROR!,97144432591,,
PeshawarRestaurant,#ERROR!,#ERROR!,97142699030,,
ShehrKarachiRestaurant,#ERROR!,#ERROR!,97143510605,,
AbsharRestaurant,#ERROR!,#ERROR!,97142230555,,
AlSheraaFisheriesCentre,#ERROR!,#ERROR!,97142271803,,
Niloo's,#ERROR!,#ERROR!,97143608880,,
TajRestaurant,#ERROR!,#ERROR!,97142711273,,
TamamRestaurant,#ERROR!,#ERROR!,97143367706,,
SukhSager,#ERROR!,#ERROR!,97142593399,,
AlIbrahimiPalaceRestaurant,#ERROR!,#ERROR!,97143977070,,
BroccoliPizzaAndPasta,#ERROR!,#ERROR!,97143854141,,
MubarakSalemSaeedRestaurant,#ERROR!,#ERROR!,97142667982,,
GateOfKaramaRestaurant,#ERROR!,#ERROR!,97143374222,,
BroccoliPizzaAndPasta,#ERROR!,#ERROR!,97144390305,,
AlWaqqasRestaurant,#ERROR!,#ERROR!,97143933612,,
RedTableIranianRestaurant,#ERROR!,#ERROR!,97143451222,,
TanourRestaurant,#ERROR!,#ERROR!,97143935900,,
PurpleChilli,#ERROR!,#ERROR!,97142238038,,
SindPunjabRestaurant,#ERROR!,#ERROR!,97143526114,,
SivestarBhavanRestaurant,#ERROR!,#ERROR!,97143979482,,
SatwaPalaceRestaurant,#ERROR!,#ERROR!,97143422070,,
TasteRestaurant,#ERROR!,#ERROR!,97142623050,,
PakDarbarRestaurant,#ERROR!,#ERROR!,97142298856,,
LaVignaRestaurant,#ERROR!,#ERROR!,97142820030,,
SuperKidRestaurant,#ERROR!,#ERROR!,97143968441,,
ltzzaPizza,#ERROR!,#ERROR!,97143889422,,
KaramaStar,#ERROR!,#ERROR!,97143966171,,
Shamiana,#ERROR!,#ERROR!,97143411201,,
GreenCityRestaurant,#ERROR!,#ERROR!,97143342525,,
JashanRestaurant,#ERROR!,#ERROR!,97143320202,,
HurrahPizza,#ERROR!,#ERROR!,97143618989,,
RajdhaniPalaceRestaurant,#ERROR!,#ERROR!,97142232499,,
Pizza,#ERROR!,#ERROR!,97143522277,,
PizzaByTheMeter,#ERROR!,#ERROR!,97144470707,,
ITSURestaurant,#ERROR!,#ERROR!,97143626351,,
Scoozi,#ERROR!,#ERROR!,9714800726694,,
PanoorRestaurant,#ERROR!,#ERROR!,97142616902,,
BonFoodRestaurant,#ERROR!,#ERROR!,97143380807,,
TreatRestaurant,#ERROR!,#ERROR!,97143358112,,
VasantBhavan,#ERROR!,#ERROR!,97148818841,,
NeyveliRestaurant,#ERROR!,#ERROR!,97142667187,,
NoveltyRestaurant,#ERROR!,#ERROR!,97142262395,,
OpenHouseRestaurant,#ERROR!,#ERROR!,97143965481,,
PalmGrove-KolamRestaurant,#ERROR!,#ERROR!,97142720743,,
MaheshSeafoodRestaurant,#ERROR!,#ERROR!,97143968087,,
Coco's,#ERROR!,#ERROR!,97144243740,,
KwalityRestaurant,#ERROR!,#ERROR!,97143936563,,
FudoRestaurant&Lounge,#ERROR!,#ERROR!,97143448896,,
LuckyBandraRestaurantLLC,#ERROR!,#ERROR!,97143534563,,
RajBhavan,#ERROR!,#ERROR!,97142724117,,
YasminRestaurant,#ERROR!,#ERROR!,97143536557,,
NawabAuthentiIndianRestaurant,#ERROR!,#ERROR!,97143411490,,
MohammedKhalifaRestaurant,#ERROR!,#ERROR!,97148816018,,
MotiMahalDelexueRestaurant,#ERROR!,#ERROR!,97143548990,,
ManvarrRestaurantLLC,#ERROR!,#ERROR!,97143368332,,
YummyIndianRestaurant,#ERROR!,#ERROR!,97142677337,,
DiwanLayalinaRestaurant,#ERROR!,#ERROR!,97143900440,,
BazerkanDubai,#ERROR!,#ERROR!,97144243838,,
BeirutRestaurant&Grill,#ERROR!,#ERROR!,97142282223,,
AroosLebanese,#ERROR!,#ERROR!,97143353385,,
BinEidTraditionalRestaurant,#ERROR!,#ERROR!,97142851967,,
PinkRestaurant,#ERROR!,#ERROR!,97143536670,,
AlShamJewelRestaurant,#ERROR!,#ERROR!,97142710175,,
AlArrabRestaurant,#ERROR!,#ERROR!,97142847665,,
AlShamiRestaurant,#ERROR!,#ERROR!,97142695558,,
SumoSushi&Bento,#ERROR!,#ERROR!,97143435566,,
AlArrabRestaurant,#ERROR!,#ERROR!,97148859900,,
ARZLebanonRestaurant,#ERROR!,#ERROR!,97142880041,,
JJChickenLegend,#ERROR!,#ERROR!,97144473955,,
MaxineRestaurant&Cafe,#ERROR!,#ERROR!,97144240590,,
KimchikinRestaurant,#ERROR!,#ERROR!,97143977650,,
HappyMalabarParagonRestaurant,#ERROR!,#ERROR!,97143445677,,
AlArrabRestaurant,#ERROR!,#ERROR!,97143617070,,
NuevoCuisine,#ERROR!,#ERROR!,97143700370,,
LebaneseVillageRestaurant,#ERROR!,#ERROR!,97143522522,,
LeilNahar,#ERROR!,#ERROR!,97142328666,,
AshbiliaRestaurant,#ERROR!,#ERROR!,97143969726,,
AlSaharaRestaurant,#ERROR!,#ERROR!,97142668200,,
AshrafiRestaurant,#ERROR!,#ERROR!,97142821718,,
AdarshDeluxeRestaurant,#ERROR!,#ERROR!,97143351567,,
AnmolHyderbadiRestaurant,#ERROR!,#ERROR!,97142976646,,
MirAminRestaurant,#ERROR!,#ERROR!,97143449921,,
AappaKadai,#ERROR!,#ERROR!,97144327575,,
AlShayRestaurant,#ERROR!,#ERROR!,97143965522,,
AaraamamRestaurant,#ERROR!,#ERROR!,97143961962,,
AlHajisCafeteria&Restaurant,#ERROR!,#ERROR!,97142868244,,
OasisRestaurant,#ERROR!,#ERROR!,97143944045,,
YaBaladiRestaurant,#ERROR!,#ERROR!,97143146888,,
ANasrRestaurant,#ERROR!,#ERROR!,97148818600,,
AlTabaqAlFakherRestaurant,#ERROR!,#ERROR!,97143373860,,
AQabaelRestaurant,#ERROR!,#ERROR!,97143391530,,
AhmedMohammedAhmadSulaimanRestaurant,#ERROR!,#ERROR!,97143932902,,
AlKauserRestaurant,#ERROR!,#ERROR!,97143455025,,
PicnicRestaurant,#ERROR!,#ERROR!,97143444043,,
AdaabRestaurant,#ERROR!,#ERROR!,97142289005,,
Aangan,#ERROR!,#ERROR!,97142676324,,
BurgerFuel,#ERROR!,#ERROR!,97144385056,,
DelhiDarbar,#ERROR!,#ERROR!,97143291212,,
DineHouseRestaurant,#ERROR!,#ERROR!,97142662797,,
ChhappanRestaurant,#ERROR!,#ERROR!,97143968176,,
AvonRestaurant,#ERROR!,#ERROR!,97142251827,,
CalicutNotebookRestaurant,#ERROR!,#ERROR!,97142653336,,
BhavanaDeluxRestaurant,#ERROR!,#ERROR!,97143530707,,
BombayDining,#ERROR!,#ERROR!,97142238800,,
MiniPunjabRestaurant,#ERROR!,#ERROR!,97143365676,,
JoyrsRestaurant,#ERROR!,#ERROR!,97143537535,,
DosaPlaza,#ERROR!,#ERROR!,97142204265,,
ChingaarRestaurant,#ERROR!,#ERROR!,97144200660,,
BurgerFuel,#ERROR!,#ERROR!,97142362012,,
ChowkKiChaatRestaurant,#ERROR!,#ERROR!,97143548575,,
DunesDelightsRestaurant,#ERROR!,#ERROR!,97143709797,,
BritishTandoorRestaurant,#ERROR!,#ERROR!,97143211778,,
ChakdeIndiaRestaurant,#ERROR!,#ERROR!,97143344334,,
CurryDishes,#ERROR!,#ERROR!,97143371321,,
BlueCityRestaurant,#ERROR!,#ERROR!,97142824800,,
CalicutNotebookRestaurant,#ERROR!,#ERROR!,97142205599,,
ChunoDiner,#ERROR!,#ERROR!,97143678488,,
BurgerKing,,600522224,600522224,,
Subway,#ERROR!,#ERROR!,97143306486,,
Subway,#ERROR!,#ERROR!,97143323553,,
PizzaInn,#ERROR!,#ERROR!,97142737360,,
Domino'sPizza,#ERROR!,#ERROR!,97142651212,,
PapaJohn's,#ERROR!,#ERROR!,97143352523,,
Subway,#ERROR!,#ERROR!,97142578525,,
PapaJohn's,#ERROR!,#ERROR!,97144309904,,
PizzaPazza,,80072992,80072992,,
Subway,#ERROR!,#ERROR!,97142898280,,
PastaManiaRestaurant,#ERROR!,#ERROR!,97143411449,,
McDonalds,#ERROR!,#ERROR!,97143313221,,
UnoPizzeriaAndGrill,#ERROR!,#ERROR!,97142948799,,
Subway,#ERROR!,#ERROR!,97143250681,,
PizzaCorner,#ERROR!,#ERROR!,97143931889,,
PizzaExpress,#ERROR!,#ERROR!,97142852393,,
KFC,#ERROR!,#ERROR!,97144255863,,
PizzaExpress,#ERROR!,#ERROR!,97143685134,,
PapaJohn's,#ERROR!,#ERROR!,97142284001,,
Subway,#ERROR!,#ERROR!,97148821100,,
Subway,#ERROR!,#ERROR!,97143700900,,
Subway,#ERROR!,#ERROR!,97143724440,,
Subway,#ERROR!,#ERROR!,97144409898,,
Subway,#ERROR!,#ERROR!,97144220655,,
Subway,#ERROR!,#ERROR!,97144474778,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142614131,,
Subway,#ERROR!,#ERROR!,97143365599,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97143533177,,
TastyBurger,#ERROR!,#ERROR!,97143558859,,
Subway,#ERROR!,#ERROR!,97143375130,,
LondonFishAndChips,#ERROR!,#ERROR!,97143669939,,
HelioLounge,#ERROR!,#ERROR!,97144329457,,
PizzaHut,#ERROR!,600569999,600569999,,
ThePizzaCompany,#ERROR!,#ERROR!,97143454848,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142710555,,
Subway,#ERROR!,#ERROR!,97144255777,,
KFC,#ERROR!,#ERROR!,97142950733,,
Subway,#ERROR!,#ERROR!,97143265171,,
Potbelly,#ERROR!,#ERROR!,97142959953,,
BurgerFuel,#ERROR!,#ERROR!,97144458220,,
BurgerFuel,#ERROR!,#ERROR!,97143549314,,
OriginalWings&Rings,#ERROR!,#ERROR!,97143596900,,
AssiaInWok,#ERROR!,#ERROR!,97144205225,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97143490202,,
Bapas,#ERROR!,#ERROR!,97143858881,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142625251,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142633312,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142723755,,
BurgerFuel,#ERROR!,#ERROR!,97143512629,,
Umai,#ERROR!,#ERROR!,97144441407,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97143373740,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142859454,,
FernWFekhar,#ERROR!,#ERROR!,97142888047,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142589111,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97143548989,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142580443,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142632266,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97142222244,,
KarachiDarbarRestaurant,#ERROR!,#ERROR!,97143579000,,
Rossovivo,#ERROR!,#ERROR!,97143805833,,
AlNasrCinemaRestaurant,#ERROR!,#ERROR!,97142641925,,
Pompeil,#ERROR!,#ERROR!,97144539390,,
ThePizzaCompany,#ERROR!,#ERROR!,97144231996,,
UrbanTadka,#ERROR!,#ERROR!,97143961395,,
ThePizzaCompany,#ERROR!,#ERROR!,97142299391,,
Bob'sFishAndChips,#ERROR!,#ERROR!,97144504262,,
CircleCafe,#ERROR!,#ERROR!,97143588088,,
MapleLeafRestaurant,#ERROR!,#ERROR!,97143383001,,
LaYoumal,#ERROR!,#ERROR!,97144474278,,
LaPetiteMasion,#ERROR!,#ERROR!,97144390505,,
DukkanFalafel,#ERROR!,#ERROR!,97142361011,,
Mawlana,#ERROR!,#ERROR!,97142956868,,
DonAlfonso1890,#ERROR!,#ERROR!,97143551519,,
DukkanFalafel,#ERROR!,#ERROR!,97143285211,,
JonesTheGrocer,#ERROR!,#ERROR!,97143466886,,
BuTafish,#ERROR!,#ERROR!,97143460009,,
BurgerFuel,#ERROR!,#ERROR!,97143386924,,
Patiala,#ERROR!,#ERROR!,97144519151,,
SignatureBySanjeevKapoor,#ERROR!,#ERROR!,97143767433,,
BurgerKing,#ERROR!,#ERROR!,97143528991,,
BurgerKing,#ERROR!,#ERROR!,97142273738,,
BurgerKing,#ERROR!,#ERROR!,97143619714,,
RosaMexicano,#ERROR!,#ERROR!,97143882505,,
Subway,#ERROR!,#ERROR!,97143910700,,
Chopsticks,#ERROR!,#ERROR!,97143253244,,
MerCurries,#ERROR!,#ERROR!,97143399262,,
PizzaDiPisa,#ERROR!,567676455,567676455,,
BurgerKing,#ERROR!,#ERROR!,97143993883,,
AbuAliRestaurant,#ERROR!,551307679,551307679,,
BurgerKing,#ERROR!,#ERROR!,97143411190,,
PizzaDiPisa,#ERROR!,563944132,563944132,,
BurgerKing,#ERROR!,#ERROR!,97142888017,,
CreamCentre,#ERROR!,#ERROR!,97143547475,,
EliaRestaurant,#ERROR!,#ERROR!,97143598888,,
Subway,#ERROR!,#ERROR!,97142632121,,
BarracudaRestaurant,#ERROR!,#ERROR!,97143940408,,
Subway,#ERROR!,#ERROR!,97143551221,,
PapaJohn's,#ERROR!,#ERROR!,97142864478,,
AldayaaShawerma,,600561114,600561114,,
PizzaHut,#ERROR!,#ERROR!,97143967272,,
PizzaDiPisa,#ERROR!,563944131,563944131,,
BentoyaKitchen,#ERROR!,#ERROR!,97148871117,,
CharleysGrilledSubs,#ERROR!,#ERROR!,97142845048,,
Subway,#ERROR!,#ERROR!,97143407667,,
Subway,#ERROR!,#ERROR!,97144290999,,
MiskenRestaurant,#ERROR!,#ERROR!,97143854332,,
BentoyaKitchen,#ERROR!,#ERROR!,97142369666,,
PonnusamyRestaurant,#ERROR!,#ERROR!,97142619751,,
Mooyah,#ERROR!,#ERROR!,97143750345,,
CharleysGrilledSubs,#ERROR!,#ERROR!,97142329329,,
Shahista,#ERROR!,#ERROR!,97142865060,,
Subway,#ERROR!,#ERROR!,97143241000,,
Subway,#ERROR!,#ERROR!,97143997544,,
CharleysGrilledSubs,#ERROR!,#ERROR!,97143685454,,
RaviDarbarRestaurant,#ERROR!,#ERROR!,97143965737,,
BaithalRaviRestaurant,#ERROR!,#ERROR!,97143528090,,
NoodlePlanet,#ERROR!,#ERROR!,97142868060,,
BaithalRaviRestaurant,#ERROR!,#ERROR!,97142238070,,
SerafinaDubai,#ERROR!,#ERROR!,97143638447,,
Mashawi,#ERROR!,#ERROR!,97143617755,,
CairoCafe,#ERROR!,#ERROR!,97143575051,,
ArshiaRestaurant,#ERROR!,#ERROR!,97142552009,,
Shawermaty,#ERROR!,#ERROR!,97143750371,,
MiskehRestaurant,#ERROR!,#ERROR!,97148188521,,
PapaMurphy'sPizza,#ERROR!,#ERROR!,97143688151,,
PapaMurphy'sPizza,#ERROR!,#ERROR!,97143470706,,
TGIFriday's,,556027508,556027508,,
Ebony,#ERROR!,#ERROR!,97143750308,,
OriginalWings&Rings,#ERROR!,#ERROR!,97143750323,,
HollywoodBurger,#ERROR!,600567774,600567774,,
