Name,Address,Type,Number,asdsad,Number2,aNumbaaaer,,,,,,,,
Chinese Bowl,"01202584646
														,

09958311226",1202584646,tel:01202584646,9958311226,tel:9958311226,,,,,,,,,
Sharma Restaurant,,9312480748,tel:9312480748,,,,,,,,,,,
Soni Dhaba,,9953507125,tel:9953507125,,,,,,,,,,,
Mini Chandni Chowk,1204387856,1204387856,tel:01204387856,,,,,,,,,,,
The Big Show,"01204205445
														,

09818519341",1204205445,tel:01204205445,9818519341,tel:9818519341,,,,,,,,,
New Soni Dhaba,,9312146175,tel:9312146175,,,,,,,,,,,
Karim Restaurant,"01204324547
														,

09650582193",1204324547,tel:01204324547,9650582193,tel:9650582193,,,,,,,,,
Oriental Octopus,1204274420,1204274420,tel:01204274420,,,,,,,,,,,
Sbarro,"01204214264
														,

09711164787",1204214264,tel:01204214264,9711164787,tel:9711164787,,,,,,,,,
Moti Mahal Delux,"01129230480
														,

09873511107",1129230480,tel:01129230480,9873511107,tel:9873511107,,,,,,,,,
The Great Kabab Factory,1204642920,1204642920,tel:01204642920,,,,,,,,,,,
Gravity Restaurant,"01202253255
														,

09911598668",1202253255,tel:01202253255,9911598668,tel:9911598668,,,,,,,,,
Pizza Hut,,9999391912,tel:9999391912,,,,,,,,,,,
Nirula's,,9953556528,tel:9953556528,,,,,,,,,,,
Mc Donald's,12066000666,12066000666,tel:012066000666,,,,,,,,,,,
Rashmi Bhojnalaya,,9910081903,tel:9910081903,,,,,,,,,,,
Maa Vaishno Sudh Bhojnalaya,"01204356009
														,

09899279973",1204356009,tel:01204356009,9899279973,tel:9899279973,,,,,,,,,
Shree Kanha Restaurant,,9891993877,tel:9891993877,,,,,,,,,,,
Mc Donald's,,9899795824,tel:9899795824,,,,,,,,,,,
Khaaja Chowk,1204206661,1204206661,tel:01204206661,,,,,,,,,,,
Crazy Noodles,1204264510,1204264510,tel:01204264510,,,,,,,,,,,
Sagar Ratna,"01204312680
														,

09818470329",1204312680,tel:01204312680,9818470329,tel:9818470329,,,,,,,,,
Sagar Ratna,1204212356,1204212356,tel:01204212356,,,,,,,,,,,
The Yellow Chilli,"01204567871
														,

09910870364",1204567871,tel:01204567871,9910870364,tel:9910870364,,,,,,,,,
Kaffiiaa Italian Cafe,"01204222220
														,

09811777468",1204222220,tel:01204222220,9811777468,tel:9811777468,,,,,,,,,
My Spice Kitchen,"01204248888
														,

09873389361",1204248888,tel:01204248888,9873389361,tel:9873389361,,,,,,,,,
BS Gulati's Punjabi Swad Restaurant,"01204246317
														,

09911195101",1204246317,tel:01204246317,9911195101,tel:9911195101,,,,,,,,,
Happy Hakka,"01204558558
														,

09910038918",1204558558,tel:01204558558,9910038918,tel:9910038918,,,,,,,,,
Moti Mahal Delux,"01204224200
														,

09971862349",1204224200,tel:01204224200,9971862349,tel:9971862349,,,,,,,,,
Xian Restaurant,1204553131,1204553131,tel:01204553131,,,,,,,,,,,
Scrummy Bites,,9873114586,tel:9873114586,,,,,,,,,,,
Saleem's Restaurant,"01206482753
														,

09811462786",1206482753,tel:01206482753,9811462786,tel:9811462786,,,,,,,,,
Nawabs - The Taste Of Lucknow,,9910394299,tel:9910394299,,,,,,,,,,,
South Indian Cafe,"01202583848
														,

09990779586",1202583848,tel:01202583848,9990779586,tel:9990779586,,,,,,,,,
Southern Flavour,,8130544443,tel:8130544443,,,,,,,,,,,
Pind Balluchi,"0114348991
														,

09717274399",114348991,tel:0114348991,9717274399,tel:9717274399,,,,,,,,,
Punjabi By Nature,1204740111,1204740111,tel:01204740111,,,,,,,,,,,
Pearls Regency,"01202450061
														,

09873363831",1202450061,tel:01202450061,9873363831,tel:9873363831,,,,,,,,,
Mainland China,"01204541006
														,

09311475828",1204541006,tel:01204541006,9311475828,tel:9311475828,,,,,,,,,
Cheenos,"01204356877
														,

09999886558",1204356877,tel:01204356877,9999886558,tel:9999886558,,,,,,,,,
KFC,12033994444,12033994444,tel:012033994444,,,,,,,,,,,
Chawla Chicken Restaurant,"01202452169
														,

09811077500",1202452169,tel:01202452169,9811077500,tel:9811077500,,,,,,,,,
Basil Tree,"01204130001
														,

08373912014",1204130001,tel:01204130001,8373912014,tel:8373912014,,,,,,,,,
Domino's Pizza,1204725450,1204725450,tel:01204725450,,,,,,,,,,,
Otik Food Plaza,1204331033,1204331033,tel:01204331033,,,,,,,,,,,
Saleem's Restaurant,"01206482753
														,

09971797179",1206482753,tel:01206482753,9971797179,tel:9971797179,,,,,,,,,
Spice Of India,"01206472109
														,

09910892289",1206472109,tel:01206472109,9910892289,tel:9910892289,,,,,,,,,
Food Story 3,,,,,,,,,,,,,,
Barbeque Nation,"01204318023
														,

09650727774",1204318023,tel:01204318023,9650727774,tel:9650727774,,,,,,,,,
Domino's Pizza,1204964450,1204964450,tel:01204964450,,,,,,,,,,,
Domino's Pizza,1202399100,1202399100,tel:01202399100,,,,,,,,,,,
Urban Kitchen,,9718478255,tel:9718478255,,,,,,,,,,,
Seasonal Curry,"01204214917
														,

09871805743",1204214917,tel:01204214917,9871805743,tel:9871805743,,,,,,,,,
Doosri Mehfil Restaurant,,9711212444,tel:9711212444,,,,,,,,,,,
Temptations,"01204313132
														,

08802878111",1204313132,tel:01204313132,8802878111,tel:8802878111,,,,,,,,,
Rangeela Punjabi Restaurant,"01204274470
														,

09910062114",1204274470,tel:01204274470,9910062114,tel:9910062114,,,,,,,,,
Mandarin Express Restaurant,1204299999,1204299999,tel:01204299999,,,,,,,,,,,
Tashtari,"01204241188
														,

09911497007",1204241188,tel:01204241188,9911497007,tel:9911497007,,,,,,,,,
Nice Way Restaurant,"01204222661
														,

09999422661",1204222661,tel:01204222661,9999422661,tel:9999422661,,,,,,,,,
Panda Wok Restaurant,,,,,,,,,,,,,,
Shahi Angeethi,"01204272274
														,

09871576674",1204272274,tel:01204272274,9871576674,tel:9871576674,,,,,,,,,
RollsKing,,9818310377,tel:9818310377,,,,,,,,,,,
Saleem Restaurant,"01204210011
														,

09891962786",1204210011,tel:01204210011,9891962786,tel:9891962786,,,,,,,,,
Dhaba Pandara,,9971977879,tel:9971977879,,,,,,,,,,,
Vaango,1204224052,1204224052,tel:01204224052,,,,,,,,,,,
Nine Step Down,,9971677904,tel:9971677904,,,,,,,,,,,
The Great Kabab Factory,1204642926,1204642926,tel:01204642926,,,,,,,,,,,
Big Briyani,,8375890104,tel:8375890104,,,,,,,,,,,
Sultanate Restaurant,1204210330,1204210330,tel:01204210330,,,,,,,,,,,
Masala Country,"01204567890
														,

08750603445",1204567890,tel:01204567890,8750603445,tel:8750603445,,,,,,,,,
Nazeer Foods,"01204330888
														,

08860904919",1204330888,tel:01204330888,8860904919,tel:8860904919,,,,,,,,,
Superstars,1204642926,1204642926,tel:01204642926,,,,,,,,,,,
Santa Banta On Wheel,1204355262,1204355262,tel:01204355262,,,,,,,,,,,
Pindi Soya - Wah Bhai Wah,,9999941306,tel:9999941306,,,,,,,,,,,
Subway,"01203247680
														,

09311994105",1203247680,tel:01203247680,9311994105,tel:9311994105,,,,,,,,,
Pizza Hut,"01203988398
														,

08860076795",1203988398,tel:01203988398,8860076795,tel:8860076795,,,,,,,,,
Smoked Biryani House,"01206482321
														,

08800594375",1206482321,tel:01206482321,8800594375,tel:8800594375,,,,,,,,,
Shankar Chat Cafe,,9717200544,tel:9717200544,,,,,,,,,,,
KKT Fast Food,"01204240342
														,

07428829554",1204240342,tel:01204240342,7428829554,tel:7428829554,,,,,,,,,
Vinny's Restro Bar,"01204104781
														,

09818744290",1204104781,tel:01204104781,9818744290,tel:9818744290,,,,,,,,,
Zizo,1206612864,1206612864,tel:01206612864,,,,,,,,,,,
Tanu Ki Rasoi,,9810022093,tel:9810022093,,,,,,,,,,,
Sri Sai Family Restaurant,,8858035107,tel:8858035107,,,,,,,,,,,
The Fizz,"01204252677
														,

09811212147",1204252677,tel:01204252677,9811212147,tel:9811212147,,,,,,,,,
Food Point,"01202556520
														,

09818745607",1202556520,tel:01202556520,9818745607,tel:9818745607,,,,,,,,,
London Cafe,,9540361085,tel:9540361085,,,,,,,,,,,
Pizza Hut,1204376994,1204376994,tel:01204376994,,,,,,,,,,,
Cafe-Wich Restaurant,,9811216363,tel:9811216363,,,,,,,,,,,
Punjabi Pakwan,1204212223,1204212223,tel:01204212223,,,,,,,,,,,
Foodie's Day,,9873480585,tel:9873480585,,,,,,,,,,,
Poribeshon,,9654265058,tel:9654265058,,,,,,,,,,,
Jusht Imagine,"01204217500
														,

09871092229",1204217500,tel:01204217500,9871092229,tel:9871092229,,,,,,,,,
Jusht Imagine,"01204217500
														,

09871092229",1204217500,tel:01204217500,9871092229,tel:9871092229,,,,,,,,,
New Lajawab Sher E Punjab Restaurant,"01202454284
														,

09810869660",1202454284,tel:01202454284,9810869660,tel:9810869660,,,,,,,,,
Mantra,1206663333,1206663333,tel:01206663333,,,,,,,,,,,
Moti Mahal,,9871329685,tel:9871329685,,,,,,,,,,,
Kalpana Pure Vegetarian Hotel,,9899040398,tel:9899040398,,,,,,,,,,,
Swaad,1204321285,1204321285,tel:01204321285,,,,,,,,,,,
Chat Galiara,1204217860,1204217860,tel:01204217860,,,,,,,,,,,
28 Degree,1204557522,1204557522,tel:01204557522,,,,,,,,,,,
Spice Of India,"01204272985
														,

09212619985",1204272985,tel:01204272985,9212619985,tel:9212619985,,,,,,,,,
Maa Vaishno Dhaba,,9953714204,tel:9953714204,,,,,,,,,,,
Desi Vibes,"01204222228
														,

09873004147",1204222228,tel:01204222228,9873004147,tel:9873004147,,,,,,,,,
The Green Wok,,9310002334,tel:9310002334,,,,,,,,,,,
Bizzy B Nitro Cafe,1204223377,1204223377,tel:01204223377,,,,,,,,,,,
Punjabi Dhaba 61,"01204346456
														,

08010141663",1204346456,tel:01204346456,8010141663,tel:8010141663,,,,,,,,,
Le Galino,"01204230286
														,

09818097294",1204230286,tel:01204230286,9818097294,tel:9818097294,,,,,,,,,
New Woks,1204217860,1204217860,tel:01204217860,,,,,,,,,,,
New Woks Restaurant,"01202585505
														,

09871498941",1202585505,tel:01202585505,9871498941,tel:9871498941,,,,,,,,,
Mangalam Foods,1206492977,1206492977,tel:01206492977,,,,,,,,,,,
Fresh Food Factory Restaurant,,9811114466,tel:9811114466,,,,,,,,,,,
Top In Town Restro-Bar,"0112454205
														,

09716665555",112454205,tel:0112454205,9716665555,tel:9716665555,,,,,,,,,
Street Foods Of India,1204219628,1204219628,tel:01204219628,,,,,,,,,,,
Sky Wok,,,,,,,,,,,,,,
New Vishal's Kitchen,"01202451026
														,

09717832719",1202451026,tel:01202451026,9717832719,tel:9717832719,,,,,,,,,
Chitra Cafe,,9990605961,tel:9990605961,,,,,,,,,,,
Kitchen Calcutta,,9818091186,tel:9818091186,,,,,,,,,,,
Nawab's The Taste of Lucknow,,9999615671,tel:9999615671,,,,,,,,,,,
Honey Money Top The Food Court,1206452645,1206452645,tel:01206452645,,,,,,,,,,,
Sharma's Food Cottage,,9910444225,tel:9910444225,,,,,,,,,,,
Kiran Food Plaza,"01206484514
														,

09958360400",1206484514,tel:01206484514,9958360400,tel:9958360400,,,,,,,,,
Samarkand Restaurant,"01202450529
														,

09350516554",1202450529,tel:01202450529,9350516554,tel:9350516554,,,,,,,,,
The House Of Far East,"01204210700
														,

09810486896",1204210700,tel:01204210700,9810486896,tel:9810486896,,,,,,,,,
Snaks India,,9990799909,tel:9990799909,,,,,,,,,,,
Utsav Parantha Junction,"01206459840
														,

09818894953",1206459840,tel:01206459840,9818894953,tel:9818894953,,,,,,,,,
Nine To Eleven,1204295544,1204295544,tel:01204295544,,,,,,,,,,,
SRS 7Dayz,"01204293921
														,

08130191228",1204293921,tel:01204293921,8130191228,tel:8130191228,,,,,,,,,
Desi Dhaba,"01202688136
														,

09818684262",1202688136,tel:01202688136,9818684262,tel:9818684262,,,,,,,,,
Raja Dhaba,,9811927355,tel:9811927355,,,,,,,,,,,
Manoj Restaurant,,9910337670,tel:9910337670,,,,,,,,,,,
Sri Govindam,,9873931703,tel:9873931703,,,,,,,,,,,
Satin,1204517777,1204517777,tel:01204517777,,,,,,,,,,,
Pizza Hut,1204210333,1204210333,tel:01204210333,,,,,,,,,,,
Laziz Zaika,,9899450200,tel:9899450200,,,,,,,,,,,
The Nobel House,"01204247885
														,

09211852362",1204247885,tel:01204247885,9211852362,tel:9211852362,,,,,,,,,
Deep Nasta Point,,9718164931,tel:9718164931,,,,,,,,,,,
Noodle Wok,1204332948,1204332948,tel:01204332948,,,,,,,,,,,
Hari Om Restaurant,,9899876574,tel:9899876574,,,,,,,,,,,
Ajay Gupta Hotel,,9250114822,tel:9250114822,,,,,,,,,,,
Chaat Street,12043087788,12043087788,tel:012043087788,,,,,,,,,,,
Om Sai Restaurant,,,,,,,,,,,,,,
Saleems Reataurant,,9871746599,tel:9871746599,,,,,,,,,,,
Hungry - i,1204202025,1204202025,tel:01204202025,,,,,,,,,,,
Mr. Kabab Restaurant,,8527455400,tel:8527455400,,,,,,,,,,,
Santushti Restaurant,1202440455,1202440455,tel:01202440455,,,,,,,,,,,
Sahebs Restaurant,,9810805872,tel:9810805872,,,,,,,,,,,
Cosmic Bites,"01204580800
														,

08510000954",1204580800,tel:01204580800,8510000954,tel:8510000954,,,,,,,,,
Flora Food Shop,,9310034545,tel:9310034545,,,,,,,,,,,
Kavits's Restaurant,"01202507151
														,

09810123897",1202507151,tel:01202507151,9810123897,tel:9810123897,,,,,,,,,
Singh's Pride,,9717088824,tel:9717088824,,,,,,,,,,,
Shubhangi,"01202571188
														,

08010621841",1202571188,tel:01202571188,8010621841,tel:8010621841,,,,,,,,,
Mamagoto ( Home Delivery Only),1204284762,1204284762,tel:01204284762,,,,,,,,,,,
Cosmic Bites,"01204580800
														,

08510000954",1204580800,tel:01204580800,8510000954,tel:8510000954,,,,,,,,,
Chawla Chicken,"01204572393
														,

09311233393",1204572393,tel:01204572393,9311233393,tel:9311233393,,,,,,,,,
Lawn Bistro,"01204217433
														,

09650000505",1204217433,tel:01204217433,9650000505,tel:9650000505,,,,,,,,,
The Noodle Box Co,,8527834466,tel:8527834466,,,,,,,,,,,
Hong Kong,"01204205445
														,

08860086315",1204205445,tel:01204205445,8860086315,tel:8860086315,,,,,,,,,
Pepperz,,9582421500,tel:9582421500,,,,,,,,,,,
Golden Dragon,"01204333253
														,

09971631500",1204333253,tel:01204333253,9971631500,tel:9971631500,,,,,,,,,
Paatra,1202339900,1202339900,tel:01202339900,,,,,,,,,,,
Eggspectation,1206743000,1206743000,tel:01206743000,,,,,,,,,,,
Cooks Cafe,1202332320,1202332320,tel:01202332320,,,,,,,,,,,
Love Restaurant,,9971545315,tel:9971545315,,,,,,,,,,,
Pizza Hut,1203988398,1203988398,tel:01203988398,,,,,,,,,,,
Mantra Restaurant,"01204542123
														,

09818837222",1204542123,tel:01204542123,9818837222,tel:9818837222,,,,,,,,,
Lahori Restaurant,,9911558855,tel:9911558855,,,,,,,,,,,
Hunger Cure,1204545299,1204545299,tel:01204545299,,,,,,,,,,,
Noodle Bar,1204631100,1204631100,tel:01204631100,,,,,,,,,,,
Kaustubh Restaurant,1204330557,1204330557,tel:01204330557,,,,,,,,,,,
Guptaji Hon And Spicy,,9818198826,tel:9818198826,,,,,,,,,,,
Cookie Man,1204225589,1204225589,tel:01204225589,,,,,,,,,,,
Mumbai Matinee,1204201686,1204201686,tel:01204201686,,,,,,,,,,,
Binge Restaurant,"01204548000
														,

09871952133",1204548000,tel:01204548000,9871952133,tel:9871952133,,,,,,,,,
Kamboj's Restaurant,,9953777581,tel:9953777581,,,,,,,,,,,
Domino's Pizza,1204801100,1204801100,tel:01204801100,,,,,,,,,,,
Mc Donald's,1204207548,1204207548,tel:01204207548,,,,,,,,,,,
Thaal Vaadi,"01206488934
														,

09711996557",1206488934,tel:01206488934,9711996557,tel:9711996557,,,,,,,,,
Pind Balluchi Restaurant,"01204517300
														,

09958292958",1204517300,tel:01204517300,9958292958,tel:9958292958,,,,,,,,,
Moti Mahal Delux,"01204226142
														,

09313471241",1204226142,tel:01204226142,9313471241,tel:9313471241,,,,,,,,,
Rasoi E Punjab,"01204235020
														,

09910632050",1204235020,tel:01204235020,9910632050,tel:9910632050,,,,,,,,,
Sbarro,1204226159,1204226159,tel:01204226159,,,,,,,,,,,
Punjabi Pakwaan,"01204263434
														,

09958788031",1204263434,tel:01204263434,9958788031,tel:9958788031,,,,,,,,,
Berco's,"01202545377
														,

09311611222",1202545377,tel:01202545377,9311611222,tel:9311611222,,,,,,,,,
Slice Of Italy,1202483111,1202483111,tel:01202483111,,,,,,,,,,,
Subway,1204541433,1204541433,tel:01204541433,,,,,,,,,,,
Domino's Pizza,1202430103,1202430103,tel:01202430103,,,,,,,,,,,
Online Dhaba Private Limited,,9717095425,tel:9717095425,,,,,,,,,,,
Subway,1204545955,1204545955,tel:01204545955,,,,,,,,,,,
Domino's Pizza,1206888688,1206888688,tel:01206888688,,,,,,,,,,,
Batman Xprs (Home Delivery Only),,9555777040,tel:9555777040,,,,,,,,,,,
Domino's Pizza,1204204418,1204204418,tel:01204204418,,,,,,,,,,,
Punjabi Pakwan,1204212225,1204212225,tel:01204212225,,,,,,,,,,,
The Tandoori Village,1204206118,1204206118,tel:01204206118,,,,,,,,,,,
Kenzee,,9540414355,tel:9540414355,,,,,,,,,,,
China Garden,"01204270280
														,

09211873679",1204270280,tel:01204270280,9211873679,tel:9211873679,,,,,,,,,
Republics @ Dhaba,"01204324664
														,

08826638651",1204324664,tel:01204324664,8826638651,tel:8826638651,,,,,,,,,
Mogo's Food,,9650033677,tel:9650033677,,,,,,,,,,,
Mithaas,,8595117727,tel:8595117727,,,,,,,,,,,
Chef's Bar-Be-Que,"01202575177
														,

09350631395",1202575177,tel:01202575177,9350631395,tel:9350631395,,,,,,,,,
Kambojs Restaurant,,9350707970,tel:9350707970,,,,,,,,,,,
Cross Avenue,1204517777,1204517777,tel:01204517777,,,,,,,,,,,
Sona Rupa,"01203219525
														,

09811111756",1203219525,tel:01203219525,9811111756,tel:9811111756,,,,,,,,,
Yo! China,"01204545111
														,

09911211006",1204545111,tel:01204545111,9911211006,tel:9911211006,,,,,,,,,
Subway,1204255099,1204255099,tel:01204255099,,,,,,,,,,,
Domino's Pizza,1202326030,1202326030,tel:01202326030,,,,,,,,,,,
Nirula's Family Style Restaurant,"01204040404
														,

08587855514",1204040404,tel:01204040404,8587855514,tel:8587855514,,,,,,,,,
Let's Noodle,"01204131776
														,

09999379966",1204131776,tel:01204131776,9999379966,tel:9999379966,,,,,,,,,
World Bites Restaurant,,9582235764,tel:9582235764,,,,,,,,,,,
Pizza Foresta,1204213307,1204213307,tel:01204213307,,,,,,,,,,,
Maska Masala,"01202562288
														,

09278889977",1202562288,tel:01202562288,9278889977,tel:9278889977,,,,,,,,,
New Woks,1204228614,1204228614,tel:01204228614,,,,,,,,,,,
Basil Tree,,8373912011,tel:8373912011,,,,,,,,,,,
Indo Chine,,,,,,,,,,,,,,
Sagar Ratna,"01204228182
														,

09910155233",1204228182,tel:01204228182,9910155233,tel:9910155233,,,,,,,,,
Jimmy'z Restaurant,"01202322626
														,

09899178494",1202322626,tel:01202322626,9899178494,tel:9899178494,,,,,,,,,
Ano-Tai,1202339900,1202339900,tel:01202339900,,,,,,,,,,,
Shan E Lucknow,,9213394270,tel:9213394270,,,,,,,,,,,
Yo China,1204512000,1204512000,tel:01204512000,,,,,,,,,,,
La Brezza,1202339900,1202339900,tel:01202339900,,,,,,,,,,,
Marco Den Restaurant,"01204210310
														,

09210990851",1204210310,tel:01204210310,9210990851,tel:9210990851,,,,,,,,,
Dhaba Tot,,,,,,,,,,,,,,
Senor Pepe,"01202562288
														,

09278889977",1202562288,tel:01202562288,9278889977,tel:9278889977,,,,,,,,,
Basil Tree,,8373912013,tel:8373912013,,,,,,,,,,,
Sticky Fingures,"01204268041
														,

09899367668",1204268041,tel:01204268041,9899367668,tel:9899367668,,,,,,,,,
Noodle Zone,"01204366400
														,

09910892369",1204366400,tel:01204366400,9910892369,tel:9910892369,,,,,,,,,
The Noodle Box Co,,8800890841,tel:8800890841,,,,,,,,,,,
Mandarin Trail,"01204279322
														,

09910204464",1204279322,tel:01204279322,9910204464,tel:9910204464,,,,,,,,,
Cheenaaz Restaurant,"01204246829
														,

09958667022",1204246829,tel:01204246829,9958667022,tel:9958667022,,,,,,,,,
KFC,1133994444,1133994444,tel:01133994444,,,,,,,,,,,
Club Ice Cube,"01204575135
														,

09899370004",1204575135,tel:01204575135,9899370004,tel:9899370004,,,,,,,,,
Domino's Pizza,1206481604,1206481604,tel:01206481604,,,,,,,,,,,
Quick Bite,"0112351216
														,

08800596078",112351216,tel:0112351216,8800596078,tel:8800596078,,,,,,,,,
Mehfil,"01206487240
														,

08130173000",1206487240,tel:01206487240,8130173000,tel:8130173000,,,,,,,,,
Subway,1204222211,1204222211,tel:01204222211,,,,,,,,,,,
Uncle's Family Restaurant,"01202552266
														,

09958516270",1202552266,tel:01202552266,9958516270,tel:9958516270,,,,,,,,,
Gaon,1204162599,1204162599,tel:01204162599,,,,,,,,,,,
Gulnar,,8800883427,tel:8800883427,,,,,,,,,,,
Pizza Hut,1203988398,1203988398,tel:01203988398,,,,,,,,,,,
Nawab's The Taste Of Lucknow,,9654422990,tel:9654422990,,,,,,,,,,,
Granny's Kitchen,,8800127779,tel:8800127779,,,,,,,,,,,
Spice Cafe,1204269000,1204269000,tel:01204269000,,,,,,,,,,,
The Tanya's Cuisine,1204321100,1204321100,tel:01204321100,,,,,,,,,,,
Mr. China Restaurant,"01204333455
														,

09650069069",1204333455,tel:01204333455,9650069069,tel:9650069069,,,,,,,,,
Pizza Hut,"01204336498
														,

09999166068",1204336498,tel:01204336498,9999166068,tel:9999166068,,,,,,,,,
Theos,"01204212586
														,

08750252225",1204212586,tel:01204212586,8750252225,tel:8750252225,,,,,,,,,
Pizza Hut,"01203988398
														,

09810216287",1203988398,tel:01203988398,9810216287,tel:9810216287,,,,,,,,,
Mithaas,"01204164446
														,

08527164446",1204164446,tel:01204164446,8527164446,tel:8527164446,,,,,,,,,
Chonas,"01204228482
														,

09818336674",1204228482,tel:01204228482,9818336674,tel:9818336674,,,,,,,,,
Pizza Hut,1203988398,1203988398,tel:01203988398,,,,,,,,,,,
Pizza Hut,1203988398,1203988398,tel:01203988398,,,,,,,,,,,
The Chickmunks Cafe,1206401117,1206401117,tel:01206401117,,,,,,,,,,,
Food Club,,9911194341,tel:9911194341,,,,,,,,,,,
The Caspian Blue Bar,1204335081,1204335081,tel:01204335081,,,,,,,,,,,
Republic Of Chicken,"01204287392
														,

09765711289",1204287392,tel:01204287392,9765711289,tel:9765711289,,,,,,,,,
The Great Kabab Factory,1204678888,1204678888,tel:01204678888,,,,,,,,,,,
Theo's Cafe & Lounge,1204323990,1204323990,tel:01204323990,,,,,,,,,,,
Crazy Noodles,1204233627,1204233627,tel:01204233627,,,,,,,,,,,
The Festive Villa,,9910910158,tel:9910910158,,,,,,,,,,,
Chauhan Vatika,,9871303082,tel:9871303082,,,,,,,,,,,
Spoon The Mega Food Court,1204222100,1204222100,tel:01204222100,,,,,,,,,,,
Nathu Sweets,"01202510065
														,

09810098712",1202510065,tel:01202510065,9810098712,tel:9810098712,,,,,,,,,
Shawarma Point,,8587807200,tel:8587807200,,,,,,,,,,,
The Asia Kitchen Restaurant,"01204218555
														,

09810712766",1204218555,tel:01204218555,9810712766,tel:9810712766,,,,,,,,,
KFC,1133994444,1133994444,tel:01133994444,,,,,,,,,,,
Ristorante Prego,"01204129322
														,

07503604678",1204129322,tel:01204129322,7503604678,tel:7503604678,,,,,,,,,
Nirula's,"01204221223
														,

09999480403",1204221223,tel:01204221223,9999480403,tel:9999480403,,,,,,,,,
KFC,12033994444,12033994444,tel:012033994444,,,,,,,,,,,
Tawak,1204277446,1204277446,tel:01204277446,,,,,,,,,,,
Domino's Pizza,1202405590,1202405590,tel:01202405590,,,,,,,,,,,
Khidmat Restaurant,"01204549300
														,

09540532470",1204549300,tel:01204549300,9540532470,tel:9540532470,,,,,,,,,
Domino's Pizza,1204241435,1204241435,tel:01204241435,,,,,,,,,,,
TGI Friday's,"01204221000
														,

09818174499",1204221000,tel:01204221000,9818174499,tel:9818174499,,,,,,,,,
Swagath Restaurant,1204240619,1204240619,tel:01204240619,,,,,,,,,,,
Pearls Regency Restaurant,1202450062,1202450062,tel:01202450062,,,,,,,,,,,
Punjabi Rasoi,,9213343415,tel:9213343415,,,,,,,,,,,
Tantra Pub And Lounge,"01204332233
														,

09654633842",1204332233,tel:01204332233,9654633842,tel:9654633842,,,,,,,,,
Braj Wasi Hotel And Restaurant,,9313639248,tel:9313639248,,,,,,,,,,,
A Grill Company,,9878720841,tel:9878720841,,,,,,,,,,,
Latitude,"01204025002
														,

09560599400",1204025002,tel:01204025002,9560599400,tel:9560599400,,,,,,,,,
Masakali Restaurant,1204202806,1204202806,tel:01204202806,,,,,,,,,,,
My Way Or The Highway,"01204312241
														,

09810621874",1204312241,tel:01204312241,9810621874,tel:9810621874,,,,,,,,,
Paras Singh,"0112575084
														,

09210488330",112575084,tel:0112575084,9210488330,tel:9210488330,,,,,,,,,
Vinny's Bar And Restaurant,,9811832999,tel:9811832999,,,,,,,,,,,
Sanjha Chula Restaurant,,9891170018,tel:9891170018,,,,,,,,,,,
Peshawari Deluxe Restaurant,"01204340500
														,

09910343034",1204340500,tel:01204340500,9910343034,tel:9910343034,,,,,,,,,
Anchor Resto Bar,"01204206806
														,

09810270214",1204206806,tel:01204206806,9810270214,tel:9810270214,,,,,,,,,
Street Foods Of India,1204219627,1204219627,tel:01204219627,,,,,,,,,,,
Baby Dragon,"01204355260
														,

09873263285",1204355260,tel:01204355260,9873263285,tel:9873263285,,,,,,,,,
Zaika Hindustani,"01204275255
														,

09958863708",1204275255,tel:01204275255,9958863708,tel:9958863708,,,,,,,,,
Bamboo Shoots,"01202513996
														,

09818999723",1202513996,tel:01202513996,9818999723,tel:9818999723,,,,,,,,,
Flluid,1204025002,1204025002,tel:01204025002,,,,,,,,,,,
Orange Caezer,1203948422,1203948422,tel:01203948422,,,,,,,,,,,
Bikanervala,1206485588,1206485588,tel:01206485588,,,,,,,,,,,
Agni Family Restaurant,"01203272777
														,

09311502777",1203272777,tel:01203272777,9311502777,tel:9311502777,,,,,,,,,
Lajwaab Food,"01202547013
														,

09899168368",1202547013,tel:01202547013,9899168368,tel:9899168368,,,,,,,,,
Zazen Restaurant,1204044700,1204044700,tel:01204044700,,,,,,,,,,,
Ruby's Bar And Grill,1204313478,1204313478,tel:01204313478,,,,,,,,,,,
Coriander,1204316350,1204316350,tel:01204316350,,,,,,,,,,,
Nysha Bar And Grill,"01204222208
														,

09873004147",1204222208,tel:01204222208,9873004147,tel:9873004147,,,,,,,,,
The Tanya's Cuisine,"01202461927
														,

07827517200",1202461927,tel:01202461927,7827517200,tel:7827517200,,,,,,,,,
Cafferels,"01202591597
														,

09891723458",1202591597,tel:01202591597,9891723458,tel:9891723458,,,,,,,,,
Suprista Restaurant And Bar,"01204642920
														,

09871381637",1204642920,tel:01204642920,9871381637,tel:9871381637,,,,,,,,,
S-18,1204300000,1204300000,tel:01204300000,,,,,,,,,,,
Dunkin' Donuts,1206662480,1206662480,tel:01206662480,,,,,,,,,,,
Rasoi E Punjab,1206584020,1206584020,tel:01206584020,,,,,,,,,,,
The Fizz,1203058494,1203058494,tel:01203058494,,,,,,,,,,,
Nando's,,9999440911,tel:9999440911,,,,,,,,,,,
Sher A Punjabi Vaishnu Dhaba,,9910202214,tel:9910202214,,,,,,,,,,,
Chip Chap Sai Corner,,9811460163,tel:9811460163,,,,,,,,,,,
