Name,resultSubTitle,Address,mar0 2,Number2,Number
Shivanand Restaurant,Restaurant,"Rakshak Nagar, PCMC","Multi-Cuisine, Non-Veg",2027014510,9921913722
Hotel Ravi,Restaurant,"Camp, PMC","Multi-Cuisine, Non-Veg",2026340309,
Chandra Prasad Hotel,Restaurant,"Bhor, PMC","Maharashtrian, Non-Veg",2113224267,
Kaveri,Restaurant,"Sadashiv Peth, PMC","Indian, Non-Veg",2024328435,
Tryluck Restaurant,Restaurant,"Camp, PMC","Multi-cuisine, Non-Veg",2026347702,
Majestic Hotel,Restaurant,"Camp, PMC","Maharashtrian, Non-Veg",2026134373,
Ajit Restaurant,Restaurant,"Belha, PMC","Indian, Non-Veg",2132276129,9860225579
Ritz,Restaurant,"Ganesh Peth, PMC","Outdoor Seating, Gujarati, Veg",2026122995,
Pooja Hotel,Restaurant,"Deccan Gymkhana, PMC","Multi-cuisine, Non-Veg",2025678780,
Krushnai Snack Centre,Restaurant,"Uruli, PMC","Snacks, Veg",9422347473,
Maharaja Hotel,Restaurant,"Chakan, PCMC","Punjabi, Non-Veg",2135286540,9822662412
Jai Bhavani Hotel,Restaurant,"Somwar Peth, PMC","Maharashtrian, Non-Veg",2026055404,
Maratha Kolhapur Darbar,Restaurant,"Sadashiv Peth, PMC","Outdoor Seating, Kolhapuri, Non-Veg",2024461866,
Aishwarya Restaurant,Restaurant,"Talegaon Dabhade, PMC","Outdoor Seating,  Indian, Multi-Cuisine, Veg",9579221995,
Hemant Garden Restaurant,Restaurant,"Ale Phata, PMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2132262785,
Hotel Maharashtra,Restaurant,"Shukrawar Peth, PMC","Indian, Multi-cuisine, Non-Veg",2024436500,9822670998
Sidharth Cafe,Restaurant,"Pashan, PMC","Indian, Multi-cuisine, South Indian, Veg",2025889619,9960728145
Shivam Veg Restaurant,Restaurant,"Deccan Gymkhana, PMC","South Indian, Veg",2025521424,
Ganraj Restaurant,Restaurant,"Shukrawar Peth, PMC","Multi-cuisine, Veg",2024462547,
Pardeshi Restaurant,Restaurant,"Chakan, PCMC","Gujarati, Maharashtrian, Non-Veg",2135253810,9822270986
Hotel Neha,Restaurant,"Vadgaon Sheri, PMC","Maharashtrian, Non-Veg",2027033199,9922488059
Saanj Restaurant,Restaurant,"Warje, PMC","Multi-cuisine, North Indian, Non-Veg",2065705187,
Kings Restaurant,Restaurant,"Hadapsar, PMC","South Indian, Non-Veg",2026992736,
Hotel Rahul,Restaurant,"Pimpri, PCMC","Fast Food, Non-Veg",2027420192,
Tushar Garden Restaurant,Restaurant,"Kondhwa Budruk, PMC","Outdoor Seating,  Punjabi, Tandoori, Non-Veg",2026932364,
Hotel Urmeel,Restaurant,"Dhankawadi, PMC","Punjabi, Non-Veg",2024371242,
Gayatri Kachchi Dabeli & Sandwich,Restaurant,"Narayan Peth, PMC","Burgers, Juices, Pizza, Salads , Snacks, Veg",9822356280,
Thomson Restaurant,Restaurant,"Sanghavi, PCMC","Multi-cuisine, Seafood, South Indian, Non-Veg",2027282050,
Vijayraj Restaurant,Restaurant,"Budhwar Peth, PMC","Multi-cuisine, Punjabi, Non-Veg",2024456135,
Hotel Lakaki,Restaurant,"Khadakwasala Research Stn, PMC","Punjabi, Non-Veg",2024380050,
Anar Mess,Restaurant,"Kothrud, PMC","Maharashtrian, Non-Veg",2025438716,
Hotel Prakash,Restaurant,"Chinchwad east, PCMC","Multi-cuisine, North Indian, Non-Veg",2024393345,
Gulzar Restaurant,Restaurant,"Camp, PMC","Biryani, Kebabs, Non-Veg",2026340054,
Hotel Girija,Restaurant,"Navi Peth, PMC","Punjabi, Non-Veg",2024337010,
Sai Leela Restaurant,Restaurant,"Pashan, PMC","Multi-cuisine, Tandoori, Non-Veg",2025871333,
Corner Restaurant,Restaurant,"Bopodi, PMC","Multi-cuisine, North Indian, Non-Veg",2032524837,
Hotel Guruprasad,Restaurant,"Rasta Peth, PMC","Multi-cuisine, Punjabi, Non-Veg",2026120199,
Hotel Karachi Bhavan,Restaurant,"Mahatma Gandhi Road, PMC","Multi-cuisine, South Indian, Non-Veg",2027414931,
All In All Restaurant,Restaurant,"Vishrantwadi, PMC","Multi-cuisine, North Indian, Non-Veg",2065101339,
Hotel Athavan,Restaurant,"Pimpri, PCMC","Multi-cuisine, North Indian, Non-Veg",2027273892,
Hotel Satvik,Restaurant,"Kavadewadi, PMC","Chinese, Punjabi, South Indian, Veg",2065219897,
Rahat Restaurant,Restaurant,"Vishrantwadi, PMC","Multi-cuisine, Punjabi, Non-Veg",9822476437,
New Padmabhushan Garden Restaurant,Restaurant,"Hinjewadi, PMC","Outdoor Seating, Maharashtrian, Punjabi, Non-Veg",9226127850,
Ambica Hotel,Restaurant,"Chavan Nagar, PCMC","Fast Food,Maharashtrian, Non-Veg",9921239636,
Hotel Durvesh,Restaurant,"Mahatma Gandhi Road, PMC","Multi-cuisine, South Indian, Non-Veg",2064193525,9890746571
Anand Bhavan,Restaurant,"Khadki, PMC","South Indian, Veg",2025819977,
Hotel Krushnai,Restaurant,"Yerawada, PMC","Andhra, Maharashtrian, Non-Veg, Sodexo",9371022019,
Convent Restaurant,Restaurant,"Camp, PMC","Multi-cuisine, Non-Veg",2026145953,9822275623
Gawkari Hotel,Restaurant,"Kothrud, PMC","Kolhapuri, Non-Veg",9421916482,
Hotel Manthan,Restaurant,"Chinchwad, PCMC","Multi-cuisine, North Indian, Non-Veg",9730364307,
Sagar Lunch Home,Restaurant,"Shivaji Nagar, PMC","Maharashtrian, Non-Veg",2032512563,
Jai Dhole Restaurant,Restaurant,"Hadapsar, PMC","Outdoor Seating,  Multi-cuisine, Non-Veg",9960538383,
Hotel Sairaj,Restaurant,"Katraj, PMC","Indian, Non-Veg",9922734730,
Hotel Ashirwad,Restaurant,"Phugevadi, PCMC","Gujarati, Punjabi, Veg",9270339080,
Hotel Sunder,Restaurant,"Hadapsar, PMC","Punjabi, Non-Veg",9923305353,
Yash Biryani House & Kabab Corner,Restaurant,"Shivaji Nagar, PMC","Outdoor Seating,  Biryani, Kebabs, Non-Veg",2025651644,
Sunil Bhel House,Restaurant,"Ganesh Peth, PMC","Outdoor Seating, Chat,Street Food, Veg",2026341626,
Vaibhavi Food Court,Restaurant,"Magarpatta, PMC","Fast Food, North Indian, South Indian, Veg",2064011234,
Hotel Archana,Restaurant,"Shukrawar Peth, PMC","Punjabi, Non-Veg",2024479511,9422014971
Hotel Nisarg,Restaurant,"Kondhwa Budruk, PMC","Punjabi, Non-Veg",9960670067,
Jai Malhar Biryani House,Restaurant,"Vishrantwadi, PMC","Biryani, Non-Veg",9960493730,
Vijaya Dining Hall,Restaurant,"Karve Road, PMC","Gujarati, Veg",2025450806,
Panchale Restaurant,Restaurant,"Shivaji Nagar, PMC","Maharashtrian, Veg",2025534157,
Rush Hours,Restaurant,"Viman Nagar, PMC","North Indian, Non-Veg",2026634443,
Kuk-Du-Ku,Restaurant,"Kothrud, PMC","Fast Food, Non-Veg",9922434602,
Spice-6,Restaurant,"Kharadi, PMC","North Indian, Non-Veg",9890442357,
Purepur Kolhapur,Restaurant,"Sadashiv Peth, PMC","Maharashtrian, Non-Veg",2032415858,
Hotel Pathik,Restaurant,"Deccan Gymkhana, PMC","Multi-cuisine, Non-Veg",2025532088,
Ratna Hotel,Restaurant,"Pimpri, PCMC","South Indian, Veg",2027421555,
Ravi Kiran Restaurant,Restaurant,"Dhankawadi, PMC","Multi-cuisine, Non-Veg",2024361811,
Anand Restaurant,Restaurant,"Pimpri, PCMC","South Indian, Veg",2027422769,
Hotel Allied,Restaurant,"Chinchwad, PCMC","North Indian, Veg, Sodexo",9881041041,
Nihal Fast Food,Restaurant,"Dhankawadi, PMC","Fast Food, Non-Veg",2032311466,
Lazy Pipes Restaurant,Restaurant,"Salunke Vihar, PMC","Burgers, Pasta, Pizza, Non-Veg",9762502226,
Homely,Restaurant,"Lonavala, PMC","Chinese, Continental, Indian, Non-Veg",20272954,
R Bhagat Tarachand Restaurant,Restaurant,"Narayan Peth, PMC","Punjabi, Veg",2024457799,
Nayab Hotel,Restaurant,"Camp, PMC","Indian, Multi-cuisine, Non-Veg",2026340829,
Swami's Pure Veg,Restaurant,"Bajirao road, PMC","South Indian, Taiwanese, Veg",2024433786,
Clover Restaurant,Restaurant,"Wanworie, PMC","Mughlai, Multi-cuisine, Non-Veg",2026807037,
NCC Canteen,Restaurant,"Senapati Bapat Marg, PMC","Multi-cuisine, North Indian, Non-Veg",9890310111,
Abacha Dhaba,Restaurant,"Laxmi Road, PMC","Kolhapuri, Non-Veg",2032418877,
Girija Restaurant,Restaurant,"Akurdi, PMC","Maharashtrian, Multi-cuisine, Veg",2027652222,
Swagat Restaurant,Restaurant,"Shivaji Nagar, PMC","Multi-cuisine, South Indian, Veg",2060202033,9881015964
Aryan Veg Restaurant,Restaurant,"Deccan Gymkhana, PMC","Outdoor Seating,  South Indian, Veg",2025656517,
Hotel Jaipur Garden,Restaurant,"Bibvewadi, PMC","Outdoor Seating,  Rajasthani, Veg",2024282090,
Balaji Hotel,Restaurant,"Vishrantwadi, PMC","North Indian, Veg",2026615510,
Tibbs Frankie,Restaurant,"Wanowri, PMC","Fast Food, Non-Veg",9225523196,
Suras Dining Hall,Restaurant,"Koregaon Park, PMC","Maharashtrian, Veg",2024440119,
Jayshrees Garden Veg Restaurant,Restaurant,"Shukrawar Peth, PMC","Chinese,Maharashtrian,Punjabi,Pav Bhaji, Veg",2069417349,9823710106
Samadhan Lunch Home,Restaurant,"Kharadi, PMC","Chinese, Maharashtrian, Non-Veg",9850403897,
Sonali Restaurant,Restaurant,"Bibvewadi, PMC","Maharashtrian, Multi-cuisine, North Indian",2024210763,
Sangam Hotel,Restaurant,"Bhavani peth, PMC","Maharashtrian, Non-Veg",2026353370,
Hotel Mourya,Restaurant,"Hadapsar, PMC","Multi-cuisine, North Indian, Non-Veg",2032942531,9850847926
Parvara Restaurant,Restaurant,"Kondhwa, PMC","Multi-cuisine, Non-Veg",2026855307,9371013843
Sahil Pure Veg,Restaurant,"Camp, PMC","South Indian, Veg",2064002544,9890276376
Radhakrishna Pure Veg Restaurant,Restaurant,"Hadapsar, PMC","Multi-cuisine, South Indian, Veg",2032513736,
Sapna Hotel,Restaurant,"Budhwar Peth, PMC","Maharashtrian, Multi-cuisine, Non-Veg",2024492812,
Solkadi Restaurant,Restaurant,"Karve Nagar, PMC","Multi-cuisine, Non-Veg",2025452236,
Rudra Garden Restaurant,Restaurant,"Pirangut, PMC","Outdoor Seating,  Maharashtrian, Veg",2022923211,
Zakaas The Food Joint,Restaurant,"Warje, PMC","Chinese, Continental, Indian, Multi-Cuisine, Veg",8007008989,
Bhairavnath Lunch Home,Restaurant,"Shivaji Nagar, PMC","Maharashtrian, Non-Veg",2025533870,
Oven Fresh Foods,Restaurant,"Bhandarkar Institute Road, PMC","Snacks, Non-Veg",2025662505,9890035155
Delhi Swad,Restaurant,"Nigdi, PMC","North Indian, South Indian, Veg",9860212558,
Navmi Pure Veg Restaurant,Restaurant,"Chinchwad, PCMC","North Indian, Veg",2060300189,
Kerala Fast Food,Restaurant,"Khadki, PMC","Keralite, Non-Veg",8007005755,
Siddhi,Restaurant,"Dhankawadi, PMC","Chinese, Maharashtrian, Multi-Cuisine, Punjabi",9552604787,
Sai Palace Family Restaurant,Restaurant,"Chinchwad, PCMC","Multi-cuisine, South Indian, Veg",2027371977,
Durga Restaurant,Restaurant,"Budhwar Peth, PMC","Maharashtrian, Non-Veg",2024455412,
Vishal Restaurant,Restaurant,"Fatima Nagar, PMC","Chinese, Indian, Non-Veg",8551006481,
Aaram Kolhapur Darbar,Restaurant,"Pimpri, PCMC","Kolhapuri, Non-Veg",9881501587,
Shiv Sagar Hotel,Restaurant,"Aundh, PMC","Indian, Punjabi, Salads , Snacks",2025899900,
Tasty Tongues Chaats,Restaurant,"Bavdhan, PMC","Chat, North Indian, Street Food, Veg",9552509670,
Abhinandan Pure Veg Restaurant,Restaurant,"Pimpri, PCMC","North Indian, Veg",2027480280,
Sahiba Fast Food,Restaurant,"Vadgaon Budruk, PMC","Fast Food, Non-Veg",2024353096,
Punjabi Junction,Restaurant,"Pimple Saudagar, PMC","North Indian, Punjabi, Veg",8055203073,
Dhanashree Restaurant,Restaurant,"Sanghavi, PCMC","South Indian, Non-Veg",2027280489,
Chaitanya Garden,Restaurant,"Kothrud, PMC","Seafood, Non-Veg",9272771765,
Kalyani Restaurant,Restaurant,"Kalyani Nagar, PMC","South Indian, Veg",2026608866,9890143146
Malabar Xpress,Restaurant,"Salunke Vihar, PMC","Breakfast, Indian,Kerala, Veg",,
Kohinoor Restaurant,Restaurant,"Camp, PMC","Multi-cuisine, North Indian, Non-Veg",2026345421,
Vandana Pure Veg Restaurant,Restaurant,"Pune Railway Station, PMC","North Indian, Veg",2026125791,
Pallavi Restaurant,Restaurant,"Kothrud, PMC","Multi-cuisine, Veg",2025460615,
Aswad Khanawal,Restaurant,"Hadapsar, PMC","Maharashtrian, Non-Veg",2026993486,
Central Restaurant,Restaurant,"Kasba peth, PMC","Multi-cuisine, North Indian, Veg",2026122691,
Penthouze Nightlife,Restaurant,"Koregaon Park, PMC","Mediterranean, North Indian, Veg",8888074442,
Armaan's,Restaurant,"Wanowarie, PMC","Chinese, Persian, Non-Veg",9371092085,
The Yellow Chilli,Restaurant,"Koregaon Park, PMC","North Indian, Non-Veg",,
Hotel Runwara,Restaurant,"Ane, PMC","Maharashtrian, Non-Veg",2132275346,
Reddy's Fast Food,Restaurant,"Yerawada, PMC","Fast Food, Non-Veg",2026693845,9325148757
Classe,Restaurant,"Kalyani Nagar, PMC","Chinese, Continental, Indian, Italian",7721982121,
Atharva Pure Veg,Restaurant,"Satara Road, PMC","South Indian, Veg",8975205123,
Hotel Rutuja,Restaurant,"Wanowrie, PCMC","North Indian, Street Food, Veg",9850760532,
Kata Kirr,Restaurant,"Erandwana, PMC","North Indian, Punjabi, Veg",9822448877,
Annapurna Restaurant,Restaurant,"Pimpri, PCMC","South Indian, Veg",2027421012,9881045222
Shalini Pure Veg Restaurant,Restaurant,"Rasta Peth, PMC","Indian, Multi-cuisine, Veg",2026055588,9822955588
Chandan Restaurant,Restaurant,"Swar Gate, PMC","Outdoor Seating,  Punjabi, Veg",2024464123,
Deccan Harvest Restaurant,Restaurant,"Solapur Road, PMC","Outdoor Seating, Continental,Indian,Multi-Cuisine",02026824141-42,9850715677
Kera - The Taste Of South Indian Food,Restaurant,"Aundh, PMC","Outdoor Seating,  Keralite, Non-Veg",2065290805,
Hotel Sarovar Garden Restaurant & Bar,Restaurant,"Balewadi, PCMC","Outdoor Seating,  Multi-cuisine, Non-Veg, Sodexo",2065102927,9370541316
Real Taste Restaurant,Restaurant,"Kondhwa Khurd, PMC","Maharashtrian, Mughlai, Tandoori, Non-Veg",9272200458,
Arch Angel,Restaurant,"Wanowri, PMC","Mexican, Multi-cuisine, Non-Veg",2027278820,
Vohuman Cafe,Restaurant,"Pune Railway Station, PMC","North Indian, Veg",9373323263,
Polka Dots,Restaurant,"Aundh, PMC","Outdoor Seating,  Continental, Indian, Italian",2025880339,
Mourya,Restaurant,"Hadapsar, PMC","Outdoor Seating,  Multi-cuisine, North Indian",2026998299,9850847926
Spicy Affair Restaurant,Restaurant,"Kharadi, PMC","Multi-cuisine, North Indian, Non-Veg",9623253400,
Purple Cherry Restaurant,Restaurant,"Market Yard, PMC","Punjabi, Non-Veg",2024272721,
Hotel Shiv sagar,Restaurant,"Aundh, PMC","Fast Food,North Indian,South Indian, Veg, Sodexo",2025887891,9890101555
lL Fungo Magico Italian & Mexican Restaurant,Restaurant,"Koregaon Park, PMC","Italian, Mexican, Non-Veg",2026151369,
Chopstick Chinese Centre,Restaurant,"Deccan Gymkhana, PMC","Chinese, Non-Veg",2025812898,
Lovely Restaurant,Restaurant,"Wanworie, PMC","Chinese, North Indian, Punjabi, Non-Veg",2026821615,9373334309
Prithvi Veg Restaurant,Restaurant,"Kothrud, PMC","Multi-cuisine, North Indian, Veg, Sodexo",2025454126,
China Grill Restaurant & Lounge Bar,Restaurant,"Wanworie, PMC","Chinese, Non-Veg, Sodexo",2026855999,9850416283
Hotel Sarathi Pure Veg,Restaurant,"Hadapsar, PMC","Outdoor Seating,  Chinese, Indian, Maharashtrian",9960053007,
Food Shack Restaurant,Restaurant,"Kothrud, PMC","Outdoor Seating,  Fast Food, Kebabs",2060600392,
Makkhan Maar Ke,Restaurant,"Baner, PMC","Outdoor Seating,  Indian, Non-Veg, Sodexo",2065000421,9823443289
Volare Restaurant,Restaurant,"Baner, PMC","Indian, Multi-cuisine, Oriental, Non-Veg",2060600906,9920459325
Hyderabadi Spice,Restaurant,"Aundh, PMC","Chinese, Hyderabadi, Indian, Punjabi, Non-Veg",2025880771,
I'm Lion,Restaurant,"Kothrud, PMC","Chinese, Indian, Multi-cuisine, Non-Veg",2066539757,8237329683
Kabab Kottage,Restaurant,"Viman Nagar, PMC","Kebabs, North Indian, Non-Veg",9765108108,
Apna Punjab,Restaurant,"Ghorpuri, PMC","Outdoor Seating,  Multi-cuisine, Punjabi, Non-Veg",2064164204,
Rice N Curry,Restaurant,"Sasoon Road, PMC","Bengali, Non-Veg",2065006592,9970264698
Suphia Restaurant,Restaurant,"Pimpri, PCMC","Indian, Punjabi, Non-Veg",2027437786,
Ruky's,Restaurant,"Kothrud, PMC","Chinese, Multi-cuisine, Non-Veg",2025384963,
Shri Ganesh Restaurant,Restaurant,"Pimpri, PCMC","Indian, Non-Veg",2027415270,
Hyderabad House,Restaurant,"Hinjewadi, PMC","Biryani, Kebabs, Non-Veg",2032344966,
D Palace Restaurant,Restaurant,"Bawdhan, PMC","Continental, Multi-cuisine, Non-Veg",2022953184,9850365487
Hotel Pallavi,Restaurant,"Prabhat Road, PMC","Chinese, Indian, North Indian, Snacks, Veg",2025672434,9422362718
Karim Restaurant,Restaurant,"Camp, PMC","Maharashtrian, Multi-cuisine, Non-Veg",2026053374,
Golden Punjab Restaurant,Restaurant,"Bund Garden Road, PMC","Punjabi, Non-Veg",9766313213,
Zaika Food Square,Restaurant,"Balewadi, PCMC","Outdoor Seating,  Chinese, Non-Veg",9823415435,
Rush Hrs,Restaurant,"Baner road, PMC","Burgers,Fast Food, Non-Veg",9923493904,
The Loft,Restaurant,"Aundh, PMC","Outdoor Seating,  Continental, Indian",9890693339,
Cafe Mocambo Grille,Restaurant,"Kondhwa, PMC","Outdoor Seating,  European, Parsi, Non-Veg",2060509091,7875821227
Rassaa Family Restaurant,Restaurant,"Sadashiv Peth, PMC","Chinese, Multi-cuisine, North Indian, Non-Veg",2024445777,
La Italian Slice,Restaurant,"Viman Nagar, PMC","Italian, Multi-cuisine, Non-Veg",2026630909,9326036411
Nonney's Pizza,Restaurant,"Pimple Saudagar, PMC","Outdoor Seating,  Pizza, Non-Veg",2027400200,9049240247
Katraj Junction,Restaurant,"Katraj, PMC","Multi-cuisine, North Indian, Non-Veg",2024369796,9922558891
Chopsticks Spice Malabar Restaurant,Restaurant,"Viman Nagar, PMC","Chinese, South Indian, Non-Veg",2065100776,9665065344
Up North,Restaurant,"Bavdhan, PMC","Outdoor Seating,  Chinese, Fusion, North Indian",2030570412,9970542000
Eggstasy,Restaurant,"Balewadi, PCMC","Chinese, Fast Food, North Indian, Non-Veg",7709642082,
Gurdjieff Restaurant,Restaurant,"Koregaon Park, PMC","Outdoor Seating,  Chinese, Multi-Cuisine",2040024857,
Mother's Kitchen,Restaurant,"Balewadi, PCMC","Outdoor Seating,  Chinese, North Indian, Non-Veg",8805007452,
Mazzedar,Restaurant,"Nigdi, PMC","Outdoor Seating,  Biryani, Fast Food, Indian",7507074747,
SKS Katthi Kabab Rolls,Restaurant,"Nigdi, PMC","Outdoor Seating,  Chinese, Fast Food, Indian",2064009797,9011141661
Maa Roties And Curries,Restaurant,"Baner, PMC","Chinese, Indian, Multi-Cuisine, South Indian",2032675522,8308018822
Nisarga Restaurant And Bar,Restaurant,"Bhosari, PMC","Chinese, Indian, Non-Veg",2064107731,
Mount Zion,Restaurant,"Khadki, PMC","Chinese, Indian, Tandoori, Non-Veg",9595749817,
Dum-A-Dum,Restaurant,"Kothrud, PMC","Outdoor Seating,  Biryani, Chinese, Indian",8888022200,
Tutto Bene Delicatessen,Restaurant,"Baner road, PMC","Italian, Salads       ,Sandwich, Non-Veg",2060603114,
Food United,Restaurant,"Wanowarie, PMC","Outdoor Seating,  Burgers, Indian, Snacks, Non-Veg",2060125533,7276091020
Silver Oak,Restaurant,"Wanworie, PMC","Outdoor Seating,  Mexican, Multi-Cuisine, Pasta",2026855293,9028587293
Tutoo Bene Delicatessen,Restaurant,"Koregaon Park, PMC","Italian, Salads       ,Sandwich, Non-Veg",2065334555,9960425611
Lovely's Urban Dhaba,Restaurant,"Kondhwa, PMC","Chinese, Indian, Multi-Cuisine, North Indian",,
Bay Leaf Bistro,Restaurant,"Chinchwad, PMC","Outdoor Seating, Wi-Fi Zone,  Chinese, Indian",2027352929,9158352929
Ken's Kitchen,Restaurant,"Kondhwa, PMC","Biryani, Hyderabadi, Multi-Cuisine, North Indian",9657003169,
Bombay South Cafe,Restaurant,"Kondhwa, PMC","Outdoor Seating, Chinese,Middle Eastern,Mughlai",2060505500,
Pai BBQ Lounge,Restaurant,"Baner, PMC","Outdoor Seating,  Barbecue, Chinese, Lucknowi",2065212181,8411860030
Punjabi Dhaba,Restaurant,"Katraj, PMC","Chinese, Mughlai, Punjabi, Non-Veg, Sodexo",2024306364,9890664400
Chandni Chowk Restaurant,Restaurant,"Kondhwa, PMC","Chinese, Indian, Multi-Cuisine, Tandoori, Non-Veg",2026805555,9637202111
Bong Ltaliano,Restaurant,"Magarpatta, PMC","Bengali, North Indian, Non-Veg, Sodexo",2067223437,
Shree Sagar,Restaurant,"Wanowarie, PMC","Outdoor Seating,  Chat, Continental, Indian",2064016001,
Cafe Classic,Restaurant,"Wakad, PMC","Fast Food,Cold Coffee, Chicken Burger",2060302121,9922237506
Soul Handi,Restaurant,"Vishrantwadi, PMC","Outdoor Seating,  Indian, Multi-Cuisine, Non-Veg",7387573825,
Flambe Litti Chokha And Dal Bati,Restaurant,"Dhanori, PMC","Wi-Fi Zone, Biryani, Chinese, Kebabs, Mughlai",7028766111,
La Pizzeria,Restaurant,"Bund Garden Road, PMC","Italian, Mexican, Veg",2026133535,
Flambe Food Court,Restaurant,"Dhanori, PMC","Wi-Fi Zone, Biryani, Chinese, Kebabs, Mughlai",8805548868,
Time After Time,Restaurant,"Bund Garden Road, PMC","Pool Area,  Multi-Cuisine, Non-Veg",2040104000,
Grillicious,Restaurant,"Viman Nagar, PMC","Outdoor Seating,  Chinese, Continental, Fast Food",8286086955,
Spice Kolhapur,Restaurant,"Kothrud, PMC","Biryani, Egg Cuisine, Indian, Kebabs",9119442800,
Eternia,Restaurant,"Chinchwad, PCMC","Chinese,Continental,Multi-Cuisine, Non-Veg",02027472012-13,
Mini Punjab Garden Restaurant,Restaurant,"Aundh Road, PMC","Children's Play Area,Outdoor Seating,  Punjabi",9860522234,
Flags-The Multi Cuisine Restaurant,Restaurant,"Bund Garden Road, PMC","Multi-Cuisine, Non-Veg",2026141213,9890232692
Pizza Express,Restaurant,"Sasoon Road, PMC","Outdoor Seating,  Pizza, Non-Veg",2026059001,
Hotel Pyramid,Restaurant,"Kharadi, PMC","Biryani, Fast Food, Hyderabadi, Indian, Kebabs",8975231010,
Magnolia,Restaurant,"Deccan Gymkhana, PMC","Outdoor Seating,  World Cuisine, Non-Veg",2025532940,
Spice Island,Restaurant,"Pune Railway Station, PMC","Chinese, Non-Veg",2026050505,
Place Touch Sizzler,Restaurant,"Camp, PMC","Multi-Cuisine,Sizzlers, Non-Veg",2026134632,
Sanskruti Restaurant,Restaurant,"Solapur Road, PMC","Outdoor Seating,Pool Area, Multi-cuisine, Veg",2026915158,9822411777
Rice And Roti Multicuisine,Restaurant,"Pune Railway Station, PMC","Indian, Veg, Sodexo",2026059118,9970173602
Hotel Sameekshaa,Restaurant,"Dhanori, PMC","Outdoor Seating,  Chinese, Indian, Multi-Cuisine",9011177133,
China Joe,Restaurant,"Ganeshkhind, PMC","Chinese, Veg",2066044100,
Silver Leaf,Restaurant,"Shivaji Nagar, PMC","Italian, Multi-cuisine, Thali, Non-Veg",2025510600,9822254841
Tangerine,Restaurant,"Bund Garden Road, PMC","Buffet,Multi-cuisine, Non-Veg",2026205000,
Dosa Dinner,Restaurant,"Ganeshkhind, PMC","South Indian, Veg",2066044100,
The Galaxy Grill,Restaurant,"Aundh, PMC","Outdoor Seating,  Greek, Grill, Non-Veg",2040009999,
Asia Bleu,Restaurant,"Nagar Road, PMC","European, Non-Veg",2041004100,
Yoko Sizzlers,Restaurant,"Dhole Patil Road, PMC","Sizzlers, Non-Veg",2026111389,
Signature,Restaurant,"Kothrud, PMC","Multi-cuisine, Non-Veg",2025399999,
Aubergine,Restaurant,"Nagar Road, PMC","Multi-Cuisine, Non-Veg",2041004100,9766640871
Whispering Bamboos,Restaurant,"Koregaon Road, PMC","Chinese, Non-Veg",2066025555,
Chingari,Restaurant,"Pune Railway Station, PMC","Outdoor Seating,Pool Area,  North Indian, Non-Veg",2026050505,
Kokum,Restaurant,"Viman Nagar, PMC","Outdoor Seating,  Continental, South Indian",2040159555,
Puran Da Dhaba,Restaurant,"Shivaji Nagar, PMC","Multi-cuisine, Punjabi, Non-Veg",2025534567,
Kebab Hut,Restaurant,"Bund Garden Road, PMC","Awadhi, Biryani, Kebabs, Non-Veg",2026167777,
Shabree,Restaurant,"Fergusson College Road, PMC","Maharashtrian, Veg",2025531511,
Sharavaree,Restaurant,"Fergusson College Road, PMC","Maharashtrian, Multi-cuisine, Veg",2025531511,
Tamarind Restaurant,Restaurant,"Nagar Road, PMC","Outdoor Seating, Chinese, Italian, Punjabi",2041002200,
Pebbles,Restaurant,"Viman Nagar, PMC","Multi-Cuisine, Non-Veg, Sodexo",2041059999,9765181000
Cascade,Restaurant,"Hinjewadi, PMC","Multi-Cuisine, North Indian, Non-Veg",2040262626,
Pizzeria,Restaurant,"Pimpri, PCMC","Pizza, Non-Veg, Sodexo,Ticket Restaurant",2039880333,
Bohemian,Restaurant,"Chandani Chowk, PMC","Mediterranean, Non-Veg",2025286276,
Club Tropicana,Restaurant,"Karla, PMC","Outdoor Seating,Pool Area,  Multi-cuisine, Veg",2114282505,
Fiesta Restaurant,Restaurant,"Lonavala, PMC","Outdoor Seating,  Multi-cuisine, Non-Veg",2114279654,
Fariyas Holiday Resort,Restaurant,"Lonavala, PMC","Chinese, Continental, Indian, Non-Veg",2114273852,
Sicilia,Restaurant,"Dhole Patil Road, PMC","Italian, Non-Veg, Sodexo,Ticket Restaurant",2026168555,
Spice Kitchen,Restaurant,"Senapati Bapat Marg, PMC","Mexican, Multi-cuisine, Non-Veg",2066832345,
Yana Sizzlers And Wok,Restaurant,"Shivaji Nagar, PMC","Sizzlers, Non-Veg",2066013897,
JG Cottage,Restaurant,"Aundh, PMC","Chinese, Non-Veg",202298148,9922148148
Sigree,Restaurant,"Dhole Patil Road, PMC","Mexican, North Indian, Thai, Non-Veg",2066027080,9370579606
Baywatch Branto,Restaurant,"Karla, PMC","Outdoor Seating, Continental, Indian, Non-Veg",2114282505,
Soy,Restaurant,"Bund Garden Road, PMC","Chinese, Non-Veg",2066289999,
Arc Asia Restaurant,Restaurant,"Koregaon Park, PMC","Outdoor Seating, Pan Asian, Non-Veg",2064156676,7798827351
Opera,Restaurant,"Deccan Gymkhana, PMC","Multi-cuisine, Non-Veg",2025532000,9890188903
Oasis,Restaurant,"Hinjewadi, PMC","World Cuisine, Non-Veg",2040218000,
